c1_a1,c1_a3,c1_a4,c1_a5,c1_a6,c1_a7,c1_a8,c1_a9,c1_aA,c1_aD,c1_aE,c1_aF,c2_a1,c2_a3,c2_a4,c2_a5,c2_a6,c2_a7,c2_a8,c2_a9,c2_aA,c2_aD,c2_aE,c2_aF,c3_a1,c3_a3,c3_a4,c3_a5,c3_a6,c3_a7,c3_a8,c3_a9,c3_aA,c4_a4,c4_a3,c4_aE,c4_a5,c4_a8,c4_a9,c4_aF,c5_a4,c5_a5,c5_aD,c5_aE,c6_a5,c6_a4,c6_aE,c6_aD,c7_a4,c7_a5,c7_aE,c7_aD,encoder_counter,mo1,mo2,counter,wIdx,rIdx,tailsymb,file_index,timestamp,packet_len
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,182.021484375,32,0,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,392,419520,3333,0,,200
4999.92370605469,,18663.6191162109,,,,,,,,,,4999.92370605469,,18229.4028125,,,,,,,,,,4999.92370605469,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,31993,,,195.8203125,0,16,,,,,0,,200
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,210.673828125,0,16,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.82421875,0,16,,,,,0,,200
,4999.92370605469,,12185,,,,,,,,,,4999.92370605469,,12156,,,,,,,,,,4999.92370605469,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,44937.4673187256,,,,240.205078125,0,16,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.916015625,0,16,,,,,0,,200
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,268.9453125,0,16,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,492,419580,3333,0,,200
4999.92370605469,,18663.6191162109,,,,,,,,,,4999.92370605469,,18229.4028125,,,,,,,,,,2015.60974121094,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,7575,,,282.744140625,32,16,,,,,0,,200
,3223.95324707031,,,,,,,,,,,,2033.99658203125,,,,,,,,,,,,2.5177001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,297.421875,32,16,,,,,0,,200
712.58544921875,,,,,,,,,,,,728.1494140625,,,,,,,,,,,,4484.55810546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.572265625,32,16,,,,,0,,200
,3223.95324707031,,12185,,,,,,,,,,2.5177001953125,,12156,,,,,,,,,,142.440795898437,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,40307.4158477783,,,,326.689453125,32,16,,,,,0,,200
2970.19958496094,,,,,,,,,,,,1897.35412597656,,,,,,,,,,,,2.6702880859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.751953125,32,16,,,,,0,,200
,1130.21850585938,,,,,,,,,,,,2021.94213867187,,,,,,,,,,,,4350.73852539062,,,,,,,,,,,,,,,,,,,,,,,,,,,355.341796875,32,16,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,592,419640,3333,0,,200
0.0,,18663.6191162109,,,,,,,,,,1974.10583496094,,18229.4028125,,,,,,,,,,2015.60974121094,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,7575,,,9.580078125,0,0,,,,,0,,200
,3223.95324707031,,,,,,,,,,,,2033.99658203125,,,,,,,,,,,,2.5177001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,23.642578125,0,0,,,,,0,,200
712.58544921875,,,,,,,,,,,,728.1494140625,,,,,,,,,,,,4484.55810546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.232421875,0,0,,,,,0,,200
,3223.95324707031,,12185,,,,,,,,,,2.5177001953125,,12156,,,,,,,,,,218.048095703125,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,40307.4158477783,,,,52.646484375,0,0,,,,,0,,200
2970.19958496094,,,,,,,,,,,,1897.35412597656,,,,,,,,,,,,2.6702880859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.412109375,0,0,,,,,0,,200
,1130.21850585938,,,,,,,,,,,,2021.94213867187,,,,,,,,,,,,4350.73852539062,,,,,,,,,,,,,,,,,,,,,,,,,,,81.826171875,0,0,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690,692,419700,3333,0,,200
2.44140625,,18663.6191162109,,,,,,,,,,1974.10583496094,,18229.4028125,,,,,,,,,,2015.60974121094,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,7575,,,96.416015625,32,0,,,,,0,,200
,3223.95324707031,,,,,,,,,,,,2033.99658203125,,,,,,,,,,,,2.5177001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,110.390625,32,0,,,,,0,,200
712.58544921875,,,,,,,,,,,,728.1494140625,,,,,,,,,,,,4484.55810546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.419921875,32,0,,,,,0,,200
,3223.95324707031,,12185,,,,,,,,,,2.5177001953125,,12156,,,,,,,,,,293.5791015625,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,40307.4158477783,,,,139.658203125,32,0,,,,,0,,200
2970.19958496094,,,,,,,,,,,,1897.35412597656,,,,,,,,,,,,2.6702880859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.3359375,32,0,,,,,0,,200
,1130.21850585938,,,,,,,,,,,,2021.94213867187,,,,,,,,,,,,4350.73852539062,,,,,,,,,,,,,,,,,,,,,,,,,,,168.3984375,32,0,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790,792,419760,3333,0,,200
0.0,,18663.6191162109,,,,,,,,,,1974.10583496094,,18229.4028125,,,,,,,,,,2015.60974121094,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,7575,,,183.515625,0,16,,,,,0,,200
,3223.95324707031,,,,,,,,,,,,2033.99658203125,,,,,,,,,,,,2.5177001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,197.2265625,0,16,,,,,0,,200
712.58544921875,,,,,,,,,,,,728.1494140625,,,,,,,,,,,,4484.55810546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.255859375,0,16,,,,,0,,200
,3223.95324707031,,12185,,,,,,,,,,2.5177001953125,,12156,,,,,,,,,,56.0760498046875,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,40307.4158477783,,,,226.318359375,0,16,,,,,0,,200
2970.19958496094,,,,,,,,,,,,1897.35412597656,,,,,,,,,,,,2.6702880859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.69921875,0,16,,,,,0,,200
,1130.21850585938,,,,,,,,,,,,2021.94213867187,,,,,,,,,,,,4350.73852539062,,,,,,,,,,,,,,,,,,,,,,,,,,,255.41015625,0,16,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,892,419820,3333,0,,200
2.44140625,,18663.6191162109,,,,,,,,,,1974.10583496094,,18229.4028125,,,,,,,,,,2015.60974121094,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,7575,,,270.439453125,0,16,,,,,0,,200
,3223.95324707031,,,,,,,,,,,,2033.99658203125,,,,,,,,,,,,2.5177001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,284.150390625,32,16,,,,,0,,200
712.58544921875,,,,,,,,,,,,728.1494140625,,,,,,,,,,,,4484.55810546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.00390625,32,16,,,,,0,,200
,3223.95324707031,,12185,,,,,,,,,,2.5177001953125,,12156,,,,,,,,,,131.454467773438,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,40307.4158477783,,,,313.06640625,32,16,,,,,0,,200
2970.19958496094,,,,,,,,,,,,1897.35412597656,,,,,,,,,,,,2.6702880859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.271484375,32,16,,,,,0,,200
,1130.21850585938,,,,,,,,,,,,2021.94213867187,,,,,,,,,,,,4350.73852539062,,,,,,,,,,,,,,,,,,,,,,,,,,,342.158203125,32,16,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990,992,419880,3333,0,,200
0.0,,18663.6191162109,,,,,,,,,,1974.10583496094,,18229.4028125,,,,,,,,,,2015.60974121094,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,7575,,,356.8359375,32,16,,,,,0,,200
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,10.810546875,0,0,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.13671875,0,0,,,,,0,,200
,4999.92370605469,,12185,,,,,,,,,,4999.92370605469,,12156,,,,,,,,,,4999.92370605469,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,44937.4673187256,,,,39.55078125,0,0,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.228515625,0,0,,,,,0,,200
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,68.818359375,0,0,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,68,419940,3333,0,,200
4999.92370605469,,18663.6191162109,,,,,,,,,,4999.92370605469,,18229.4028125,,,,,,,,,,4999.92370605469,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,31993,,,83.408203125,0,0,,,,,0,,200
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,97.822265625,32,0,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.97265625,32,0,,,,,0,,200
,4999.92370605469,,12185,,,,,,,,,,4999.92370605469,,12156,,,,,,,,,,4999.92370605469,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,44937.4673187256,,,,126.826171875,32,0,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.15234375,32,0,,,,,0,,200
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,155.7421875,32,0,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,168,420000,3333,0,,200
4999.92370605469,,18663.6191162109,,,,,,,,,,4999.92370605469,,18229.4028125,,,,,,,,,,4999.92370605469,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,31993,,,169.892578125,32,0,,,,,0,,200
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,184.833984375,0,16,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.6328125,0,16,,,,,0,,200
,4999.92370605469,,12185,,,,,,,,,,4999.92370605469,,12156,,,,,,,,,,4999.92370605469,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,44937.4673187256,,,,213.662109375,0,16,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.8125,0,16,,,,,0,,200
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,243.10546875,0,16,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,268,420060,3333,0,,200
4999.92370605469,,18663.6191162109,,,,,,,,,,4999.92370605469,,18229.4028125,,,,,,,,,,4999.92370605469,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,31993,,,256.9921875,0,16,,,,,0,,200
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,271.845703125,0,16,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.46875,32,16,,,,,0,,200
,4999.92370605469,,12185,,,,,,,,,,4999.92370605469,,12156,,,,,,,,,,4999.92370605469,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,44937.4673187256,,,,300.322265625,32,16,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.47265625,32,16,,,,,0,,200
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,329.765625,32,16,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,368,420120,3333,0,,200
4999.92370605469,,18663.6191162109,,,,,,,,,,4999.92370605469,,18229.4028125,,,,,,,,,,4999.92370605469,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,31993,,,343.65234375,32,16,,,,,0,,200
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,358.41796875,32,16,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.12890625,0,0,,,,,0,,200
,4999.92370605469,,12185,,,,,,,,,,4999.92370605469,,12156,,,,,,,,,,4999.92370605469,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,44937.4673187256,,,,26.630859375,0,0,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.78125,0,0,,,,,0,,200
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,55.634765625,0,0,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466,468,420180,3333,0,,200
4999.92370605469,,18663.6191162109,,,,,,,,,,4999.92370605469,,18229.4028125,,,,,,,,,,4999.92370605469,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,31993,,,70.048828125,0,0,,,,,0,,200
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,84.814453125,0,0,,,,,0,,200
712.58544921875,,,,,,,,,,,,728.1494140625,,,,,,,,,,,,4484.55810546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.140625,32,0,,,,,0,,200
,3223.95324707031,,12185,,,,,,,,,,2.5177001953125,,12156,,,,,,,,,,270.462036132812,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,40307.4158477783,,,,113.466796875,32,0,,,,,0,,200
2970.19958496094,,,,,,,,,,,,1897.35412597656,,,,,,,,,,,,2.6702880859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.14453125,32,0,,,,,0,,200
,1130.21850585938,,,,,,,,,,,,2021.94213867187,,,,,,,,,,,,4350.73852539062,,,,,,,,,,,,,,,,,,,,,,,,,,,142.55859375,32,0,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566,568,420240,3333,0,,200
2.44140625,,18663.6191162109,,,,,,,,,,1974.10583496094,,18229.4028125,,,,,,,,,,2015.60974121094,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,7575,,,157.060546875,32,0,,,,,0,,200
,3223.95324707031,,,,,,,,,,,,2033.99658203125,,,,,,,,,,,,2.5177001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,171.298828125,32,0,,,,,0,,200
712.58544921875,,,,,,,,,,,,728.1494140625,,,,,,,,,,,,4484.55810546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.064453125,0,16,,,,,0,,200
,3223.95324707031,,12185,,,,,,,,,,2.5177001953125,,12156,,,,,,,,,,33.1878662109375,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,40307.4158477783,,,,200.0390625,0,16,,,,,0,,200
2970.19958496094,,,,,,,,,,,,1897.35412597656,,,,,,,,,,,,2.6702880859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.98046875,0,16,,,,,0,,200
,1130.21850585938,,,,,,,,,,,,2021.94213867187,,,,,,,,,,,,4350.73852539062,,,,,,,,,,,,,,,,,,,,,,,,,,,229.306640625,0,16,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666,668,420300,3333,0,,200
0.0,,18663.6191162109,,,,,,,,,,1974.10583496094,,18229.4028125,,,,,,,,,,2015.60974121094,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,7575,,,244.423828125,0,16,,,,,0,,200
,3223.95324707031,,,,,,,,,,,,2033.99658203125,,,,,,,,,,,,2.5177001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,258.310546875,0,16,,,,,0,,200
712.58544921875,,,,,,,,,,,,728.1494140625,,,,,,,,,,,,4484.55810546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.1640625,32,16,,,,,0,,200
,3223.95324707031,,12185,,,,,,,,,,2.5177001953125,,12156,,,,,,,,,,108.871459960938,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,40307.4158477783,,,,286.787109375,32,16,,,,,0,,200
2970.19958496094,,,,,,,,,,,,1897.35412597656,,,,,,,,,,,,2.6702880859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.728515625,32,16,,,,,0,,200
,1130.21850585938,,,,,,,,,,,,2021.94213867187,,,,,,,,,,,,4350.73852539062,,,,,,,,,,,,,,,,,,,,,,,,,,,315.87890625,32,16,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766,768,420360,3333,0,,200
2.44140625,,18663.6191162109,,,,,,,,,,1974.10583496094,,18229.4028125,,,,,,,,,,2015.60974121094,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,7575,,,331.171875,32,16,,,,,0,,200
,3223.95324707031,,,,,,,,,,,,2033.99658203125,,,,,,,,,,,,2.5177001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,344.8828125,32,16,,,,,0,,200
712.58544921875,,,,,,,,,,,,728.1494140625,,,,,,,,,,,,4484.55810546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.82421875,32,16,,,,,0,,200
,3223.95324707031,,12185,,,,,,,,,,2.5177001953125,,12156,,,,,,,,,,184.249877929687,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,40307.4158477783,,,,13.447265625,0,0,,,,,0,,200
2970.19958496094,,,,,,,,,,,,1897.35412597656,,,,,,,,,,,,2.6702880859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.125,0,0,,,,,0,,200
,1130.21850585938,,,,,,,,,,,,2021.94213867187,,,,,,,,,,,,4350.73852539062,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1875,0,0,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866,868,420420,3333,0,,200
0.0,,18663.6191162109,,,,,,,,,,1974.10583496094,,18229.4028125,,,,,,,,,,2015.60974121094,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,7575,,,57.216796875,0,0,,,,,0,,200
,3223.95324707031,,,,,,,,,,,,2033.99658203125,,,,,,,,,,,,2.5177001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,71.455078125,0,0,,,,,0,,200
712.58544921875,,,,,,,,,,,,728.1494140625,,,,,,,,,,,,4484.55810546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.30859375,0,0,,,,,0,,200
,3223.95324707031,,12185,,,,,,,,,,2.5177001953125,,12156,,,,,,,,,,259.552001953125,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,40307.4158477783,,,,100.546875,32,0,,,,,0,,200
2970.19958496094,,,,,,,,,,,,1897.35412597656,,,,,,,,,,,,2.6702880859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.873046875,32,0,,,,,0,,200
,1130.21850585938,,,,,,,,,,,,2021.94213867187,,,,,,,,,,,,4350.73852539062,,,,,,,,,,,,,,,,,,,,,,,,,,,129.55078125,32,0,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966,968,420480,3333,0,,200
2.44140625,,18663.6191162109,,,,,,,,,,1974.10583496094,,18229.4028125,,,,,,,,,,2015.60974121094,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,7575,,,144.052734375,32,0,,,,,0,,200
,3223.95324707031,,,,,,,,,,,,2033.99658203125,,,,,,,,,,,,2.5177001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,158.37890625,32,0,,,,,0,,200
712.58544921875,,,,,,,,,,,,728.1494140625,,,,,,,,,,,,4484.55810546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.880859375,32,0,,,,,0,,200
,4999.92370605469,,12185,,,,,,,,,,4999.92370605469,,12156,,,,,,,,,,4999.92370605469,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,44937.4673187256,,,,187.3828125,0,16,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.4453125,0,16,,,,,0,,200
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,216.38671875,0,16,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,44,420540,3333,0,,200
4999.92370605469,,18663.6191162109,,,,,,,,,,4999.92370605469,,18229.4028125,,,,,,,,,,4999.92370605469,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,31993,,,230.888671875,0,16,,,,,0,,200
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,245.7421875,0,16,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.8046875,0,16,,,,,0,,200
,4999.92370605469,,12185,,,,,,,,,,4999.92370605469,,12156,,,,,,,,,,4999.92370605469,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,44937.4673187256,,,,274.482421875,32,16,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.193359375,32,16,,,,,0,,200
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,303.134765625,32,16,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,144,420600,3333,0,,200
4999.92370605469,,18663.6191162109,,,,,,,,,,4999.92370605469,,18229.4028125,,,,,,,,,,4999.92370605469,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,31993,,,317.28515625,32,16,,,,,0,,200
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,332.578125,32,16,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.2890625,32,16,,,,,0,,200
,4999.92370605469,,12185,,,,,,,,,,4999.92370605469,,12156,,,,,,,,,,4999.92370605469,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,44937.4673187256,,,,1.40625,32,16,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.94140625,0,0,,,,,0,,200
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,29.794921875,0,0,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,244,420660,3333,0,,200
4999.92370605469,,18663.6191162109,,,,,,,,,,4999.92370605469,,18229.4028125,,,,,,,,,,4999.92370605469,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,31993,,,43.857421875,0,0,,,,,0,,200
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,58.88671875,0,0,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.94921875,0,0,,,,,0,,200
,4999.92370605469,,12185,,,,,,,,,,4999.92370605469,,12156,,,,,,,,,,4999.92370605469,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,44937.4673187256,,,,87.978515625,0,0,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.12890625,32,0,,,,,0,,200
