c1_a1,c1_a3,c1_a4,c1_a5,c1_a6,c1_a7,c1_a8,c1_a9,c1_aA,c1_aD,c1_aE,c1_aF,c2_a1,c2_a3,c2_a4,c2_a5,c2_a6,c2_a7,c2_a8,c2_a9,c2_aA,c2_aD,c2_aE,c2_aF,c3_a1,c3_a3,c3_a4,c3_a5,c3_a6,c3_a7,c3_a8,c3_a9,c3_aA,c4_a4,c4_a3,c4_aE,c4_a5,c4_a8,c4_a9,c4_aF,c5_a4,c5_a5,c5_aD,c5_aE,c6_a5,c6_a4,c6_aE,c6_aD,c7_a4,c7_a5,c7_aE,c7_aD,encoder_counter,mo1,mo2,counter,wIdx,rIdx,tailsymb,file_index,timestamp,packet_len
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,116.630859375,32,0,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,344,420720,3333,0,,200
4999.92370605469,,18663.6191162109,,,,,,,,,,4999.92370605469,,18229.4028125,,,,,,,,,,4999.92370605469,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,31993,,,131.1328125,32,0,,,,,0,,200
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,145.72265625,32,0,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.873046875,32,0,,,,,0,,200
,4999.92370605469,,12185,,,,,,,,,,4999.92370605469,,12156,,,,,,,,,,4999.92370605469,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,44937.4673187256,,,,174.638671875,32,0,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.876953125,0,16,,,,,0,,200
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,203.115234375,0,16,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442,444,420780,3333,0,,200
4999.92370605469,,18663.6191162109,,,,,,,,,,4999.92370605469,,18229.4028125,,,,,,,,,,4999.92370605469,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,31993,,,217.880859375,0,16,,,,,0,,200
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,232.646484375,0,16,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.236328125,0,16,,,,,0,,200
,4999.92370605469,,12185,,,,,,,,,,4999.92370605469,,12156,,,,,,,,,,4999.92370605469,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,40307.4158477783,,,,261.38671875,0,16,,,,,0,,200
2970.19958496094,,,,,,,,,,,,1897.35412597656,,,,,,,,,,,,2.6702880859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.9765625,32,16,,,,,0,,200
,1130.21850585938,,,,,,,,,,,,2021.94213867187,,,,,,,,,,,,4350.73852539062,,,,,,,,,,,,,,,,,,,,,,,,,,,289.775390625,32,16,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542,544,420840,3333,0,,200
2.44140625,,18663.6191162109,,,,,,,,,,1974.10583496094,,18229.4028125,,,,,,,,,,2015.60974121094,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,7575,,,304.716796875,32,16,,,,,0,,200
,3223.95324707031,,,,,,,,,,,,2033.99658203125,,,,,,,,,,,,2.5177001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,318.955078125,32,16,,,,,0,,200
712.58544921875,,,,,,,,,,,,728.1494140625,,,,,,,,,,,,4484.55810546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.16015625,32,16,,,,,0,,200
,3223.95324707031,,12185,,,,,,,,,,2.5177001953125,,12156,,,,,,,,,,161.514282226562,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,40307.4158477783,,,,347.87109375,32,16,,,,,0,,200
2970.19958496094,,,,,,,,,,,,1897.35412597656,,,,,,,,,,,,2.6702880859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8125,32,16,,,,,0,,200
,1130.21850585938,,,,,,,,,,,,2021.94213867187,,,,,,,,,,,,4350.73852539062,,,,,,,,,,,,,,,,,,,,,,,,,,,16.259765625,0,0,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642,644,420900,3333,0,,200
0.0,,18663.6191162109,,,,,,,,,,1974.10583496094,,18229.4028125,,,,,,,,,,2015.60974121094,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,7575,,,31.2890625,0,0,,,,,0,,200
,3223.95324707031,,,,,,,,,,,,2033.99658203125,,,,,,,,,,,,2.5177001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,45.17578125,0,0,,,,,0,,200
712.58544921875,,,,,,,,,,,,728.1494140625,,,,,,,,,,,,4484.55810546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.380859375,0,0,,,,,0,,200
,3223.95324707031,,12185,,,,,,,,,,2.5177001953125,,12156,,,,,,,,,,237.12158203125,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,40307.4158477783,,,,74.35546875,0,0,,,,,0,,200
2970.19958496094,,,,,,,,,,,,1897.35412597656,,,,,,,,,,,,2.6702880859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.47265625,0,0,,,,,0,,200
,1130.21850585938,,,,,,,,,,,,2021.94213867187,,,,,,,,,,,,4350.73852539062,,,,,,,,,,,,,,,,,,,,,,,,,,,103.447265625,32,0,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742,744,420960,3333,0,,200
2.44140625,,18663.6191162109,,,,,,,,,,1974.10583496094,,18229.4028125,,,,,,,,,,2015.60974121094,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,7575,,,118.212890625,32,0,,,,,0,,200
,3223.95324707031,,,,,,,,,,,,2033.99658203125,,,,,,,,,,,,2.5177001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,132.5390625,32,0,,,,,0,,200
712.58544921875,,,,,,,,,,,,728.1494140625,,,,,,,,,,,,4484.55810546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.216796875,32,0,,,,,0,,200
,3223.95324707031,,12185,,,,,,,,,,2.5177001953125,,12156,,,,,,,,,,312.347412109375,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,40307.4158477783,,,,161.279296875,32,0,,,,,0,,200
2970.19958496094,,,,,,,,,,,,1897.35412597656,,,,,,,,,,,,2.6702880859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.1328125,32,0,,,,,0,,200
,1130.21850585938,,,,,,,,,,,,2021.94213867187,,,,,,,,,,,,4350.73852539062,,,,,,,,,,,,,,,,,,,,,,,,,,,190.283203125,0,16,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842,844,421020,3333,0,,200
0.0,,18663.6191162109,,,,,,,,,,1974.10583496094,,18229.4028125,,,,,,,,,,2015.60974121094,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,7575,,,204.609375,0,16,,,,,0,,200
,3223.95324707031,,,,,,,,,,,,2033.99658203125,,,,,,,,,,,,2.5177001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,219.19921875,0,16,,,,,0,,200
712.58544921875,,,,,,,,,,,,728.1494140625,,,,,,,,,,,,4484.55810546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.140625,0,16,,,,,0,,200
,3223.95324707031,,12185,,,,,,,,,,2.5177001953125,,12156,,,,,,,,,,74.920654296875,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,40307.4158477783,,,,248.642578125,0,16,,,,,0,,200
2970.19958496094,,,,,,,,,,,,1897.35412597656,,,,,,,,,,,,2.6702880859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.880859375,0,16,,,,,0,,200
,1130.21850585938,,,,,,,,,,,,2021.94213867187,,,,,,,,,,,,4350.73852539062,,,,,,,,,,,,,,,,,,,,,,,,,,,277.3828125,32,16,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942,944,421080,3333,0,,200
2.44140625,,18663.6191162109,,,,,,,,,,1974.10583496094,,18229.4028125,,,,,,,,,,2015.60974121094,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,7575,,,291.357421875,32,16,,,,,0,,200
,3223.95324707031,,,,,,,,,,,,2033.99658203125,,,,,,,,,,,,2.5177001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,306.123046875,32,16,,,,,0,,200
712.58544921875,,,,,,,,,,,,728.1494140625,,,,,,,,,,,,4484.55810546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.44921875,32,16,,,,,0,,200
,3223.95324707031,,12185,,,,,,,,,,2.5177001953125,,12156,,,,,,,,,,150.070190429687,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,40307.4158477783,,,,335.56640625,32,16,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.365234375,32,16,,,,,0,,200
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,4.130859375,0,0,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,20,421140,3333,0,,200
4999.92370605469,,18663.6191162109,,,,,,,,,,4999.92370605469,,18229.4028125,,,,,,,,,,4999.92370605469,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,31993,,,17.578125,0,0,,,,,0,,200
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,32.51953125,0,0,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.494140625,0,0,,,,,0,,200
,4999.92370605469,,12185,,,,,,,,,,4999.92370605469,,12156,,,,,,,,,,4999.92370605469,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,44937.4673187256,,,,61.787109375,0,0,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.76171875,0,0,,,,,0,,200
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,90.791015625,0,0,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,120,421200,3333,0,,200
4999.92370605469,,18663.6191162109,,,,,,,,,,4999.92370605469,,18229.4028125,,,,,,,,,,4999.92370605469,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,31993,,,104.677734375,32,0,,,,,0,,200
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,119.53125,32,0,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.76953125,32,0,,,,,0,,200
,4999.92370605469,,12185,,,,,,,,,,4999.92370605469,,12156,,,,,,,,,,4999.92370605469,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,44937.4673187256,,,,148.53515625,32,0,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.509765625,32,0,,,,,0,,200
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,177.5390625,32,0,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,220,421260,3333,0,,200
4999.92370605469,,18663.6191162109,,,,,,,,,,4999.92370605469,,18229.4028125,,,,,,,,,,4999.92370605469,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,31993,,,191.6015625,0,16,,,,,0,,200
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,206.103515625,0,16,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.517578125,0,16,,,,,0,,200
,4999.92370605469,,12185,,,,,,,,,,4999.92370605469,,12156,,,,,,,,,,4999.92370605469,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,44937.4673187256,,,,235.546875,0,16,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.78515625,0,16,,,,,0,,200
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,264.19921875,0,16,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,320,421320,3333,0,,200
4999.92370605469,,18663.6191162109,,,,,,,,,,4999.92370605469,,18229.4028125,,,,,,,,,,4999.92370605469,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,31993,,,278.525390625,32,16,,,,,0,,200
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,292.763671875,32,16,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.44140625,32,16,,,,,0,,200
,4999.92370605469,,12185,,,,,,,,,,4999.92370605469,,12156,,,,,,,,,,4999.92370605469,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,44937.4673187256,,,,321.85546875,32,16,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.708984375,32,16,,,,,0,,200
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,350.595703125,32,16,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,420,421380,3333,0,,200
4999.92370605469,,18663.6191162109,,,,,,,,,,4999.92370605469,,18229.4028125,,,,,,,,,,4999.92370605469,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,31993,,,5.712890625,32,16,,,,,0,,200
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,19.072265625,0,0,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.189453125,0,0,,,,,0,,200
,4999.92370605469,,12185,,,,,,,,,,4999.92370605469,,12156,,,,,,,,,,4999.92370605469,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,44937.4673187256,,,,48.076171875,0,0,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.369140625,0,0,,,,,0,,200
,1130.21850585938,,,,,,,,,,,,2021.94213867187,,,,,,,,,,,,4350.73852539062,,,,,,,,,,,,,,,,,,,,,,,,,,,77.34375,0,0,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518,520,421440,3333,0,,200
2.44140625,,18663.6191162109,,,,,,,,,,1974.10583496094,,18229.4028125,,,,,,,,,,2015.60974121094,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,7575,,,92.4609375,0,0,,,,,0,,200
,3223.95324707031,,,,,,,,,,,,2033.99658203125,,,,,,,,,,,,2.5177001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,106.34765625,32,0,,,,,0,,200
712.58544921875,,,,,,,,,,,,728.1494140625,,,,,,,,,,,,4484.55810546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.201171875,32,0,,,,,0,,200
,3223.95324707031,,12185,,,,,,,,,,2.5177001953125,,12156,,,,,,,,,,290.069580078125,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,40307.4158477783,,,,135.3515625,32,0,,,,,0,,200
2970.19958496094,,,,,,,,,,,,1897.35412597656,,,,,,,,,,,,2.6702880859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.1171875,32,0,,,,,0,,200
,1130.21850585938,,,,,,,,,,,,2021.94213867187,,,,,,,,,,,,4350.73852539062,,,,,,,,,,,,,,,,,,,,,,,,,,,164.091796875,32,0,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618,620,421500,3333,0,,200
0.0,,18663.6191162109,,,,,,,,,,1974.10583496094,,18229.4028125,,,,,,,,,,2015.60974121094,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,7575,,,179.208984375,32,0,,,,,0,,200
,3223.95324707031,,,,,,,,,,,,2033.99658203125,,,,,,,,,,,,2.5177001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,193.18359375,0,16,,,,,0,,200
712.58544921875,,,,,,,,,,,,728.1494140625,,,,,,,,,,,,4484.55810546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.861328125,0,16,,,,,0,,200
,3223.95324707031,,12185,,,,,,,,,,2.5177001953125,,12156,,,,,,,,,,52.4139404296875,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,40307.4158477783,,,,222.099609375,0,16,,,,,0,,200
2970.19958496094,,,,,,,,,,,,1897.35412597656,,,,,,,,,,,,2.6702880859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.216796875,0,16,,,,,0,,200
,1130.21850585938,,,,,,,,,,,,2021.94213867187,,,,,,,,,,,,4350.73852539062,,,,,,,,,,,,,,,,,,,,,,,,,,,251.279296875,0,16,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718,720,421560,3333,0,,200
2.44140625,,18663.6191162109,,,,,,,,,,1974.10583496094,,18229.4028125,,,,,,,,,,2015.60974121094,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,7575,,,265.869140625,0,16,,,,,0,,200
,3223.95324707031,,,,,,,,,,,,2033.99658203125,,,,,,,,,,,,2.5177001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,280.01953125,32,16,,,,,0,,200
712.58544921875,,,,,,,,,,,,728.1494140625,,,,,,,,,,,,4484.55810546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.521484375,32,16,,,,,0,,200
,3223.95324707031,,12185,,,,,,,,,,2.5177001953125,,12156,,,,,,,,,,127.792358398438,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,40307.4158477783,,,,308.935546875,32,16,,,,,0,,200
2970.19958496094,,,,,,,,,,,,1897.35412597656,,,,,,,,,,,,2.6702880859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.61328125,32,16,,,,,0,,200
,1130.21850585938,,,,,,,,,,,,2021.94213867187,,,,,,,,,,,,4350.73852539062,,,,,,,,,,,,,,,,,,,,,,,,,,,338.291015625,32,16,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818,820,421620,3333,0,,200
0.0,,18663.6191162109,,,,,,,,,,1974.10583496094,,18229.4028125,,,,,,,,,,2015.60974121094,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,7575,,,352.353515625,32,16,,,,,0,,200
,3223.95324707031,,,,,,,,,,,,2033.99658203125,,,,,,,,,,,,2.5177001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,6.943359375,0,0,,,,,0,,200
712.58544921875,,,,,,,,,,,,728.1494140625,,,,,,,,,,,,4484.55810546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.478515625,0,0,,,,,0,,200
,3223.95324707031,,12185,,,,,,,,,,2.5177001953125,,12156,,,,,,,,,,203.2470703125,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,40307.4158477783,,,,35.419921875,0,0,,,,,0,,200
2970.19958496094,,,,,,,,,,,,1897.35412597656,,,,,,,,,,,,2.6702880859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.39453125,0,0,,,,,0,,200
,1130.21850585938,,,,,,,,,,,,2021.94213867187,,,,,,,,,,,,4350.73852539062,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6875,0,0,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918,920,421680,3333,0,,200
2.44140625,,18663.6191162109,,,,,,,,,,1974.10583496094,,18229.4028125,,,,,,,,,,2015.60974121094,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,7575,,,78.75,0,0,,,,,0,,200
,3223.95324707031,,,,,,,,,,,,2033.99658203125,,,,,,,,,,,,2.5177001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,93.69140625,32,0,,,,,0,,200
712.58544921875,,,,,,,,,,,,728.1494140625,,,,,,,,,,,,4484.55810546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.578125,32,0,,,,,0,,200
,3223.95324707031,,12185,,,,,,,,,,2.5177001953125,,12156,,,,,,,,,,278.167724609375,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,40307.4158477783,,,,122.51953125,32,0,,,,,0,,200
2970.19958496094,,,,,,,,,,,,1897.35412597656,,,,,,,,,,,,2.6702880859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.669921875,32,0,,,,,0,,200
,1130.21850585938,,,,,,,,,,,,2021.94213867187,,,,,,,,,,,,4350.73852539062,,,,,,,,,,,,,,,,,,,,,,,,,,,151.5234375,32,0,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018,1020,421740,3333,0,,200
4999.92370605469,,18663.6191162109,,,,,,,,,,4999.92370605469,,18207.6737646484,,,,,,,,,,4999.92370605469,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,31993,,,165.41015625,32,0,,,,,0,,200
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,180.52734375,32,0,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.326171875,0,16,,,,,0,,200
,4999.92370605469,,12185,,,,,,,,,,4999.92370605469,,12156,,,,,,,,,,4999.92370605469,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,44937.4673187256,,,,209.267578125,0,16,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.41796875,0,16,,,,,0,,200
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,238.7109375,0,16,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,96,421800,3333,0,,200
4999.92370605469,,18663.6191162109,,,,,,,,,,4999.92370605469,,18229.4028125,,,,,,,,,,4999.92370605469,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,31993,,,252.509765625,0,16,,,,,0,,200
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,267.275390625,0,16,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.25,32,16,,,,,0,,200
,4999.92370605469,,12185,,,,,,,,,,4999.92370605469,,12156,,,,,,,,,,4999.92370605469,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,44937.4673187256,,,,295.83984375,32,16,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.25390625,32,16,,,,,0,,200
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,325.01953125,32,16,,,,,0,,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,196,421860,3333,0,,200
4999.92370605469,,18663.6191162109,,,,,,,,,,4999.92370605469,,18229.4028125,,,,,,,,,,4999.92370605469,,18669.1398602295,,,,,,,,,,12179,,,,,12154,,,12195,,,,,31993,,,339.609375,32,16,,,,,0,,200
,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,353.759765625,32,16,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.349609375,0,0,,,,,0,,200
,4999.92370605469,,12185,,,,,,,,,,4999.92370605469,,12156,,,,,,,,,,4999.92370605469,,12173,,,,,,17853.4050201416,,,,,,,18671.7246087646,,,,,18186.0680554199,,,44937.4673187256,,,,21.97265625,0,0,,,,,0,,200
4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,4999.92370605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.826171875,0,0,,,,,0,,200
